지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
서울 중구,111121,중구,2018011317,0.005,1.1,0.002,0.054,74,61,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011318,0.005,1,0.002,0.056,72,56,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011319,0.005,1.2,0.002,0.06,76,60,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011320,0.005,1.2,0.002,0.059,76,61,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011321,0.004,1.3,0.002,0.061,78,64,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011322,0.004,1.2,0.002,0.059,77,60,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011323,0.004,1.1,0.002,0.057,79,64,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011324,0.004,1.1,0.002,0.055,77,61,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011401,0.004,1,0.002,0.051,81,68,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011402,0.004,0.9,0.002,0.046,76,60,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011403,0.004,0.8,0.002,0.04,77,64,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011404,0.004,0.7,0.003,0.036,73,59,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011405,0.004,0.7,0.003,0.036,74,59,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011406,0.004,0.7,0.003,0.036,69,57,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011407,0.004,0.8,0.002,0.04,73,61,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011408,0.004,0.8,0.002,0.04,73,59,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011409,0.004,0.8,0.003,0.038,76,64,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011410,0.004,0.8,0.007,0.034,72,61,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011411,0.004,0.7,0.01,0.031,74,63,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011412,0.005,0.8,0.009,0.038,74,60,서울 중구 덕수궁길 15
서울 중구,111121,중구,2018011413,0.006,0.8,0.01,0.041,85,69,서울 중구 덕수궁길 15
