"Lab","Country","days_since_positive","mean_val","num_patients","stdev_val"
"lymphocyte count","France",7,0.920878048780488,"41",0.619093458014295
"lymphocyte count","Germany",7,1.1306038647343,"46",0.672262636092552
"lymphocyte count","Italy",7,1.38205263157895,"570",7.17715402660005
"lymphocyte count","SITE_AVE",7,1.21980944443397,"NA",3.24211536573906
"lymphocyte count","USA",7,1.03139614546205,"404",0.583132340814591
"neutrophil count","ALL",0,5.70933500066328,"2390",3.6483059277074
"neutrophil count","France",0,4.91815120274914,"291",3.06604238299151
"neutrophil count","Germany",0,6.46381422924902,"88",3.50587823353812
"neutrophil count","Italy",0,6.21447727277273,"1320",3.92448899315061
"neutrophil count","SITE_AVE",0,5.70933500066328,"NA",3.51728389239476
"neutrophil count","USA",0,4.98148046215822,"691",3.12830207535782
"neutrophil count","ALL",7,6.06074159836476,"950",4.14327771539257
"neutrophil count","France",7,6.1728,"70",4.3436383687251
"neutrophil count","Germany",7,6.38617845117845,"44",4.35129924864911
"neutrophil count","Italy",7,6.39443316400677,"591",4.45087613444593
"neutrophil count","SITE_AVE",7,6.06074159836476,"NA",3.96193212044594
"neutrophil count","USA",7,5.16533333333333,"245",3.015943161111
"D-dimer","ALL",0,2144.8608493122,"866",3330.90437491315
"D-dimer","France",0,2460.76420833333,"288",3199.24679512594
"D-dimer","Germany",0,2621.25307125307,"37",3605.24854040544
"D-dimer","Italy",0,2619.7,"245",4530.363
"D-dimer","SITE_AVE",0,2144.8608493122,"NA",3073.56030997499
"D-dimer","USA",0,1384.9207427973,"296",1766.41705319423
"D-dimer","ALL",7,3682.49031305025,"344",5339.91587963766
"D-dimer","France",7,4306.91115555556,"45",3468.86433959894
"D-dimer","Germany",7,4774.11904761906,"15",6499.27163610082
"D-dimer","Italy",7,4965.39208633093,"139",6737.35747236444
"D-dimer","SITE_AVE",7,3682.49031305025,"NA",4320.35455929098
"D-dimer","USA",7,2145.9612412069,"145",3524.81577035895
"procalcitonin","ALL",0,2.03850449421439,"1049",7.9039280375461
"procalcitonin","France",0,2.42020220588235,"544",9.80743498621129
"procalcitonin","Germany",0,2.14587195121951,"80",5.97833712609967
"procalcitonin","Italy",0,2.6806106870229,"131",6.38444618834593
"procalcitonin","SITE_AVE",0,2.03850449421439,"NA",7.30576985185059
"procalcitonin","USA",0,1.01690972222222,"294",3.99589510200461
"procalcitonin","ALL",7,1.95939811912226,"319",5.58883266356881
"procalcitonin","France",7,2.09983333333333,"72",5.05654937317735
"procalcitonin","Germany",7,2.42435897435897,"39",4.36958117857002
"procalcitonin","Italy",7,2.01263157894737,"152",6.72859413957738
"procalcitonin","SITE_AVE",7,1.95939811912226,"NA",5.27649659210228
"procalcitonin","USA",7,1.31053571428571,"56",3.07953858388077
