siteid,loinc,days_since_positive,num_patients,mean_value,stdev_val,unmasked_sites_num_patients,masked_sites_num_patients,masked_upper_bound_num_patients
France,751-8,19,0,-1,-1,0,1,3
France,751-8,21,0,-1,-1,0,1,3
France,751-8,25,1,2.8,0,1,0,0
France,7799-0,-6,1,1138,0,1,1,3
France,7799-0,-5,6,2034.5,785.819472658065,2,0,0
France,7799-0,-4,1,1339,0,1,0,0
France,7799-0,-3,4,1449.25,599.174640651622,1,0,0
France,7799-0,-2,1,1352,0,1,1,3
France,7799-0,-1,9,4186.22211111111,3485.88616220752,2,0,0
France,7799-0,0,31,2992.64535483871,3413.48935572046,2,0,0
France,7799-0,1,288,2460.76420833333,3199.24679512594,2,0,0
France,7799-0,2,61,3094.06557377049,3484.06667063271,2,0,0
France,7799-0,3,50,4658.14006,8182.14675041804,2,0,0
France,7799-0,4,55,2715.38178181818,2575.96486927899,2,0,0
France,7799-0,5,35,2847.22857142857,2732.76050102238,2,0,0
France,7799-0,6,39,3923.43548717949,4249.81816646353,2,0,0
France,7799-0,7,42,5136.04766666667,4529.84184409099,2,0,0
France,7799-0,8,25,5275.72,10735.614370349,2,0,0
France,7799-0,9,24,5132.58316666667,3469.03254912046,2,0,0
France,7799-0,10,16,2623.75,1711.7238079301,2,0,0
France,7799-0,11,13,4855.30769230769,2660.75004213572,2,0,0
France,7799-0,12,13,4646.46153846154,2825.45348483462,2,0,0
France,7799-0,13,7,8681.71428571429,7687.9874688049,2,0,0
France,7799-0,14,9,3359.77788888889,2420.81332418835,2,0,0
France,7799-0,15,9,6273.22222222222,2101.97064633571,2,0,0
France,7799-0,16,12,4655.417,1290.4863139268,2,0,0
France,7799-0,17,0,-1,-1,0,1,3
France,7799-0,18,0,-1,-1,0,1,3
France,7799-0,19,3,4573.33333333333,3077.55655241838,1,1,3
France,7799-0,20,0,-1,-1,0,1,3
France,7799-0,21,0,-1,-1,0,1,3
France,7799-0,22,0,-1,-1,0,1,3
France,7799-0,23,1,4558,0,1,0,0
Germany,1742-6,-6,9,77.8888888888889,115.450686923513,2,0,0
Germany,1742-6,-5,17,146.941176470588,347.495228490305,3,0,0
Germany,1742-6,-4,19,102.947368421052,260.401073919148,2,0,0
Germany,1742-6,-3,17,98.3529411764706,197.535737645264,2,0,0
Germany,1742-6,-2,19,44.4350877192983,27.5379354557919,2,0,0
Germany,1742-6,-1,25,41.4022222222222,23.0189559618894,2,0,0
Germany,1742-6,0,72,50.9869614512471,56.5242503092429,3,0,0
Germany,1742-6,1,94,51.9929078014184,55.1509431935602,2,0,0
Germany,1742-6,2,76,54.7151029748283,83.3595155369969,3,0,0
Germany,1742-6,3,60,165.055526315789,716.791260780632,3,0,0
Germany,1742-6,4,47,108.065248226951,460.396413806284,3,0,0
Germany,1742-6,5,42,38.6523809523809,36.4352439169873,3,0,0
Germany,1742-6,6,36,39.7222222222222,40.0546848418231,3,0,0
Germany,1742-6,7,32,42.0625,34.5215570799726,3,0,0
Germany,1742-6,8,29,53.5172413793104,38.7165714701591,3,0,0
Germany,1742-6,9,19,46.3157894736842,27.6567304076622,2,0,0
Germany,1742-6,10,16,44.5,33.9980391591437,2,0,0
Germany,1742-6,11,21,1056.95238095238,2950.20232316684,2,0,0
