siteid,icd_code,icd_version,num_patients,unmasked_sites_num_patients,masked_sites_num_patients,masked_upper_bound_num_patients
Combined,B23.2,10,0,0,1,3
Combined,B23.8,10,0,0,1,3
Combined,B27.00,10,0,0,1,9
Combined,B30.9,10,0,0,1,9
Combined,B33.0,10,0,0,1,3
Combined,B33.8,10,0,0,2,23
Combined,B34,10,0,0,1,14
Combined,B34.0,10,0,0,1,9
Combined,B34.1,10,0,0,2,23
Combined,B34.4,10,0,0,1,14
Combined,B34.8,10,0,0,3,25
Combined,B35.1,10,0,0,1,5
Combined,B36.0,10,0,0,1,9
Combined,B36.8,10,0,0,1,3
Combined,B37.2,10,0,0,1,3
Combined,B37.3,10,0,0,1,3
Combined,B37.4,10,0,0,1,3
Combined,B37.49,10,0,0,2,23
Combined,B37.7,10,0,0,1,3
Combined,B37.8,10,0,0,1,3
Combined,B37.88,10,0,0,1,5
Combined,B37.9,10,0,0,2,12
Combined,B44.9,10,0,0,1,3
Combined,B48.7,10,0,0,1,3
Combined,B48.8,10,0,0,1,3
Combined,B50.9,10,0,0,1,3
Combined,B54,10,0,0,1,3
Combined,B91,10,0,0,1,3
Combined,B94.1,10,0,0,1,3
Combined,B95.0,10,0,0,1,9
Combined,B95.1,10,0,0,2,8
Combined,B95.3,10,0,0,1,5
Combined,B95.4,10,0,0,2,12
Combined,B95.5,10,0,0,1,5
Combined,B95.61,10,0,0,2,18
Combined,B95.62,10,0,0,1,9
Combined,B95.7,10,0,0,2,12
Combined,B95.8,10,0,0,2,8
Combined,B95.90,10,0,0,1,5
Combined,B96.20,10,0,0,2,14
Combined,B96.4,10,0,0,1,3
Combined,B96.89,10,0,0,3,27
Combined,B97.0,10,0,0,1,3
Combined,B97.10,10,0,0,1,9
Combined,B97.19,10,0,0,1,14
Combined,B97.21,10,0,0,4,36
Combined,B99.9,10,0,0,3,32
Combined,C01,10,0,0,1,5
Combined,C03.0,10,0,0,1,9
Combined,C15.4,10,0,0,1,3
Combined,C15.9,10,0,0,2,8
Combined,C16.2,10,0,0,1,3
Combined,C16.9,10,0,0,2,12
Combined,C18.0,10,0,0,1,3
Combined,C18.7,10,0,0,1,3
Combined,C19,10,0,0,1,3
Combined,C20,10,0,0,2,8
Combined,C22.2,10,0,0,1,5
Combined,C22.4,10,0,0,1,5
Combined,C22.7,10,0,0,2,8
Combined,C22.8,10,0,0,1,5
Combined,C22.9,10,0,0,1,3
Combined,C25.0,10,0,0,1,3
Combined,C25.1,10,0,0,1,3
Combined,C25.2,10,0,0,2,8
Combined,C25.3,10,0,0,1,3
Combined,C25.4,10,0,0,1,3
Combined,C25.8,10,0,0,1,3
Combined,C25.9,10,0,0,3,17
Combined,C33,10,0,0,1,5
Combined,C34,10,0,0,1,5
Combined,C34.0,10,0,0,1,3
Combined,C34.02,10,0,0,1,9
Combined,C34.11,10,0,0,1,9
Combined,C34.2,10,0,0,1,3
Combined,C34.3,10,0,0,1,3
Combined,C34.31,10,0,0,1,9
Combined,C34.80,10,0,0,1,9
Combined,C34.81,10,0,0,2,14
Combined,C34.90,10,0,0,3,19
Combined,C34.91,10,0,0,1,9
Combined,C40.0,10,0,0,1,5
Combined,C41.0,10,0,0,1,3
Combined,C43.3,10,0,0,1,3
Combined,C43.9,10,0,0,1,3
Combined,C44.3,10,0,0,1,3
Combined,C44.49,10,0,0,1,5
Combined,C44.6,10,0,0,1,5
Combined,C46.0,10,0,0,1,3
Combined,C46.8,10,0,0,1,3
Combined,C49.1,10,0,0,1,5
Combined,C49.3,10,0,0,1,5
Combined,C49.4,10,0,0,1,3
Combined,C49.9,10,0,0,1,5
Combined,C50.011,10,0,0,1,9
Combined,C50.1,10,0,0,1,3
Combined,C50.2,10,0,0,1,3
Combined,C50.411,10,0,0,1,9
Combined,C50.8,10,0,0,1,3
Combined,C50.819,10,0,0,1,5
Combined,C50.911,10,0,0,1,9
Combined,C50.912,10,0,0,1,9
Combined,C50.919,10,0,0,4,36
Combined,C53.0,10,0,0,1,3
Combined,C53.8,10,0,0,1,5
Combined,C53.9,10,0,0,2,8
Combined,C56,10,0,0,2,8
Combined,C56.1,10,0,0,1,9
Combined,C56.2,10,0,0,1,9
Combined,C56.9,10,0,0,2,14
Combined,C57.9,10,0,0,1,3
Combined,C62.9,10,0,0,1,5
Combined,C64.9,10,0,0,1,9
Combined,C67.8,10,0,0,1,3
Combined,C68.8,10,0,0,1,3
Combined,C70.0,10,0,0,1,3
Combined,C71.0,10,0,0,1,3
Combined,C71.1,10,0,0,1,3
Combined,C71.3,10,0,0,1,3
Combined,C73,10,0,0,2,12
Combined,C75.1,10,0,0,1,3
Combined,C76.0,10,0,0,1,5
Combined,C77.0,10,0,0,2,12
Combined,C77.2,10,0,0,3,17
Combined,C77.3,10,0,0,3,13
Combined,C77.5,10,0,0,1,3
Combined,C77.8,10,0,0,1,3
Combined,C77.9,10,0,0,1,3
Combined,C78.8,10,0,0,1,3
Combined,C79.0,10,0,0,1,3
Combined,C79.31,10,0,0,2,18
Combined,C79.4,10,0,0,1,3
Combined,C79.51,10,0,0,2,18
Combined,C79.7,10,0,0,1,3
Combined,C79.86,10,0,0,1,5
Combined,C7A.1,10,0,0,1,9
Combined,C7B.8,10,0,0,1,9
Combined,C80.0,10,0,0,2,8
Combined,C80.1,10,0,0,1,9
Combined,C81.0,10,0,0,1,3
Combined,C82.09,10,0,0,1,9
Combined,C82.4,10,0,0,1,3
Combined,C82.7,10,0,0,1,3
Combined,C82.9,10,0,0,1,3
Combined,C83.00,10,0,0,1,9
Combined,C83.1,10,0,0,1,3
Combined,C83.3,10,0,0,1,3
Combined,C83.33,10,0,0,1,9
Combined,C84.4,10,0,0,1,3
Combined,C84.A0,10,0,0,1,9
Combined,C85.1,10,0,0,1,3
Combined,C85.80,10,0,0,1,9
Combined,C85.81,10,0,0,1,9
Combined,C85.89,10,0,0,1,9
Combined,C85.9,10,0,0,1,3
Combined,C85.90,10,0,0,2,18
Combined,C86.6,10,0,0,1,3
Combined,C88.8,10,0,0,1,5
Combined,C90.00,10,0,0,3,19
Combined,C90.02,10,0,0,1,9
Combined,C90.20,10,0,0,1,5
Combined,C90.30,10,0,0,1,5
Combined,C91.01,10,0,0,1,2
Combined,C91.11,10,0,0,1,9
Combined,C91.9,10,0,0,1,3
Combined,C92.01,10,0,0,1,5
Combined,C92.1,10,0,0,1,3
Combined,C92.41,10,0,0,1,5
Combined,C92.51,10,0,0,1,5
Combined,C92.7,10,0,0,1,3
Combined,C93.0,10,0,0,1,3
Combined,C93.00,10,0,0,1,5
Combined,C93.1,10,0,0,1,3
Combined,C95.0,10,0,0,1,3
Combined,C95.1,10,0,0,1,3
Combined,C95.9,10,0,0,1,3
Combined,C95.90,10,0,0,1,9
Combined,C97,10,0,0,1,5
Combined,D03.9,10,0,0,1,3
Combined,D04.3,10,0,0,1,3
Combined,D04.5,10,0,0,1,3
Combined,D04.8,10,0,0,1,3
Combined,D05.12,10,0,0,1,9
Combined,D07.5,10,0,0,1,3
Combined,D10.1,10,0,0,1,5
Combined,D11.0,10,0,0,1,5
Combined,D12.5,10,0,0,1,3
Combined,D16.1,10,0,0,1,3
Combined,D18.03,10,0,0,1,9
Combined,D19.0,10,0,0,1,9
Combined,D20.1,10,0,0,1,3
Combined,D21.4,10,0,0,1,9
Combined,D22.9,10,0,0,1,9
Combined,D23.10,10,0,0,1,9
Combined,D25.9,10,0,0,1,9
Combined,D26.1,10,0,0,1,3
Combined,D26.9,10,0,0,1,3
Combined,D27.0,10,0,0,1,9
Combined,D29.1,10,0,0,1,3
Combined,D31.32,10,0,0,1,9
Combined,D32.9,10,0,0,1,3
Combined,D33.1,10,0,0,1,3
Combined,D33.3,10,0,0,1,3
Combined,D35.0,10,0,0,1,3
Combined,D35.2,10,0,0,1,3
Combined,D37.1,10,0,0,1,5
Combined,D37.2,10,0,0,1,5
Combined,D37.4,10,0,0,2,8
Combined,D37.5,10,0,0,1,5
Combined,D37.6,10,0,0,1,3
Combined,D38.1,10,0,0,2,8
Combined,D39.0,10,0,0,1,3
Combined,D43.1,10,0,0,1,3
Combined,D44.1,10,0,0,2,8
Combined,D44.3,10,0,0,1,3
Combined,D44.4,10,0,0,1,3
Combined,D45,10,0,0,1,3
Combined,D46.0,10,0,0,2,8
Combined,D46.1,10,0,0,1,5
Combined,D46.2,10,0,0,1,3
Combined,D46.20,10,0,0,1,5
Combined,D46.21,10,0,0,1,5
Combined,D46.22,10,0,0,1,5
Combined,D46.5,10,0,0,1,3
Combined,D46.7,10,0,0,2,8
Combined,D46.A,10,0,0,1,5
Combined,D46.B,10,0,0,1,5
Combined,D47.3,10,0,0,2,12
Combined,D47.4,10,0,0,1,3
Combined,D47.7,10,0,0,1,3
Combined,D48.1,10,0,0,1,9
Combined,D48.5,10,0,0,1,3
Combined,D48.6,10,0,0,1,3
Combined,D49.9,10,0,0,1,9
Combined,D51.0,10,0,0,1,3
Combined,D52.0,10,0,0,1,3
Combined,D52.8,10,0,0,1,3
Combined,D53.0,10,0,0,1,3
Combined,D53.9,10,0,0,2,14
Combined,D55.0,10,0,0,1,3
Combined,D56,10,0,0,1,5
Combined,D56.0,10,0,0,2,8
Combined,D56.1,10,0,0,2,8
Combined,D56.2,10,0,0,1,5
Combined,D56.3,10,0,0,1,5
Combined,D56.8,10,0,0,1,5
Combined,D56.9,10,0,0,1,5
Combined,D57.00,10,0,0,2,14
Combined,D57.2,10,0,0,1,3
Combined,D57.20,10,0,0,1,2
Combined,D57.3,10,0,0,2,18
Combined,D59.1,10,0,0,2,12
Combined,D59.3,10,0,0,1,3
Combined,D59.5,10,0,0,1,3
Combined,D61.0,10,0,0,1,3
Combined,D61.18,10,0,0,1,5
Combined,D61.810,10,0,0,3,32
Combined,D61.818,10,0,0,5,45
Combined,D61.89,10,0,0,1,9
Combined,D61.9,10,0,0,1,5
Combined,D63.1,10,0,0,5,45
Combined,D64.89,10,0,0,1,9
Combined,D66,10,0,0,2,12
Combined,D68.0,10,0,0,1,5
Combined,D68.2,10,0,0,1,3
Combined,D68.5,10,0,0,1,3
Combined,D68.51,10,0,0,2,18
Combined,D68.6,10,0,0,1,3
Combined,D68.62,10,0,0,1,9
Combined,D68.8,10,0,0,2,12
Combined,D68.9,10,0,0,2,18
Combined,D69.4,10,0,0,1,3
Combined,D69.57,10,0,0,1,5
Combined,D69.59,10,0,0,5,45
Combined,D69.9,10,0,0,1,9
Combined,D70.10,10,0,0,1,5
Combined,D70.12,10,0,0,1,5
Combined,D70.13,10,0,0,1,5
Combined,D70.2,10,0,0,1,9
Combined,D70.3,10,0,0,1,9
Combined,D71,10,0,0,1,14
Combined,D72.0,10,0,0,1,9
Combined,D72.819,10,0,0,7,64
Combined,D72.820,10,0,0,2,18
Combined,D72.821,10,0,0,1,5
Combined,D72.829,10,0,0,5,41
Combined,D72.9,10,0,0,2,14
Combined,D73.0,10,0,0,1,3
Combined,D73.5,10,0,0,1,3
Combined,D73.8,10,0,0,1,3
Combined,D74.8,10,0,0,1,9
Combined,D74.9,10,0,0,1,9
Combined,D75.1,10,0,0,1,5
Combined,D75.81,10,0,0,2,14
Combined,D75.9,10,0,0,1,9
Combined,D75.A,10,0,0,1,9
Combined,D76.2,10,0,0,1,3
Combined,D76.3,10,0,0,1,5
Combined,D80-D89,10,0,0,1,5
Combined,D80.1,10,0,0,2,12
Combined,D83.0,10,0,0,1,9
Combined,D86,10,0,0,1,5
Combined,D86.85,10,0,0,1,9
Combined,D86.89,10,0,0,1,5
Combined,D89.40,10,0,0,1,9
Combined,D89.810,10,0,0,1,14
Combined,E01.8,10,0,0,1,5
Combined,E03.1,10,0,0,1,2
Combined,E03.4,10,0,0,2,12
Combined,E04.1,10,0,0,2,8
Combined,E04.2,10,0,0,4,30
Combined,E04.9,10,0,0,1,3
Combined,E05.8,10,0,0,1,3
Combined,E05.90,10,0,0,2,23
Combined,E06.3,10,0,0,4,26
Combined,E07.8,10,0,0,1,3
Combined,E07.9,10,0,0,3,27
Combined,E08.00,10,0,0,2,18
Combined,E08.01,10,0,0,1,9
Combined,E08.29,10,0,0,1,9
Combined,E08.621,10,0,0,1,9
Combined,E08.649,10,0,0,1,14
Combined,E08.65,10,0,0,2,23
Combined,E08.8,10,0,0,1,9
Combined,E08.9,10,0,0,1,14
Combined,E09.65,10,0,0,1,9
Combined,E09.9,10,0,0,1,14
Combined,E10.0,10,0,0,1,3
Combined,E10.2,10,0,0,1,3
Combined,E10.22,10,0,0,2,14
Combined,E10.3,10,0,0,1,3
Combined,E10.4,10,0,0,1,3
Combined,E10.40,10,0,0,1,5
Combined,E10.65,10,0,0,3,23
Combined,E11.00,10,0,0,1,9
Combined,E11.10,10,0,0,1,9
Combined,E11.11,10,0,0,1,5
Combined,E11.20,10,0,0,1,5
Combined,E11.21,10,0,0,2,18
Combined,E11.29,10,0,0,3,23
Combined,E11.40,10,0,0,5,50
Combined,E11.42,10,0,0,4,32
Combined,E11.49,10,0,0,3,23
Combined,E11.51,10,0,0,1,9
Combined,E11.59,10,0,0,1,9
Combined,E11.620,10,0,0,2,18
Combined,E11.621,10,0,0,1,9
Combined,E11.649,10,0,0,2,18
Combined,E11.69,10,0,0,3,27
Combined,E11.91,10,0,0,1,5
Combined,E12.9,10,0,0,1,3
Combined,E13.1,10,0,0,1,3
Combined,E13.10,10,0,0,1,2
Combined,E14.0,10,0,0,1,3
Combined,E14.1,10,0,0,1,3
Combined,E14.7,10,0,0,1,3
Combined,E14.8,10,0,0,1,3
Combined,E16.0,10,0,0,1,3
Combined,E20.9,10,0,0,1,9
Combined,E21.0,10,0,0,1,3
Combined,E21.1,10,0,0,1,3
Combined,E21.2,10,0,0,1,3
Combined,E21.3,10,0,0,2,12
Combined,E22.2,10,0,0,1,3
Combined,E23.0,10,0,0,3,28
Combined,E23.2,10,0,0,2,12
Combined,E23.6,10,0,0,1,9
Combined,E23.7,10,0,0,1,9
Combined,E24.9,10,0,0,1,3
Combined,E27.1,10,0,0,1,3
Combined,E27.49,10,0,0,1,14
Combined,E27.8,10,0,0,2,12
Combined,E28.2,10,0,0,2,17
Combined,E29.1,10,0,0,2,18
Combined,E32.0,10,0,0,1,3
Combined,E34.9,10,0,0,2,18
Combined,E41,10,0,0,1,3
Combined,E50.9,10,0,0,1,9
Combined,E51.2,10,0,0,1,3
Combined,E53.1,10,0,0,1,5
Combined,E56.1,10,0,0,1,3
Combined,E61.2,10,0,0,1,5
Combined,E63.9,10,0,0,2,12
Combined,E64.0,10,0,0,1,5
Combined,E66.02,10,0,0,1,5
Combined,E66.09,10,0,0,1,9
Combined,E66.1,10,0,0,1,3
Combined,E66.3,10,0,0,2,18
Combined,E66.82,10,0,0,1,5
Combined,E66.99,10,0,0,1,5
Combined,E70.1,10,0,0,1,3
Combined,E75.21,10,0,0,1,5
Combined,E75.22,10,0,0,1,5
Combined,E75.24,10,0,0,1,5
Combined,E75.249,10,0,0,1,5
Combined,E75.5,10,0,0,2,8
Combined,E75.6,10,0,0,2,8
Combined,E77.1,10,0,0,1,5
Combined,E78.01,10,0,0,2,14
Combined,E78.1,10,0,0,4,26
Combined,E78.3,10,0,0,1,5
Combined,E78.4,10,0,0,1,5
Combined,E78.49,10,0,0,3,23
Combined,E78.8,10,0,0,1,3
Combined,E83.1,10,0,0,2,8
Combined,E83.10,10,0,0,1,5
Combined,E83.119,10,0,0,1,9
Combined,E83.39,10,0,0,4,32
Combined,E83.42,10,0,0,7,64
Combined,E83.51,10,0,0,3,27
Combined,E83.52,10,0,0,2,18
Combined,E84.0,10,0,0,1,5
Combined,E84.19,10,0,0,1,5
Combined,E84.8,10,0,0,1,14
Combined,E85.0,10,0,0,1,3
Combined,E85.1,10,0,0,1,3
Combined,E85.2,10,0,0,1,9
Combined,E85.4,10,0,0,1,3
Combined,E85.82,10,0,0,1,9
Combined,E85.9,10,0,0,1,9
Combined,E86.1,10,0,0,6,55
Combined,E86.9,10,0,0,3,28
Combined,E87.3,10,0,0,3,21
Combined,E87.70,10,0,0,4,36
Combined,E87.79,10,0,0,3,27
Combined,E87.8,10,0,0,4,30
Combined,E88.0,10,0,0,2,8
Combined,E88.09,10,0,0,2,14
Combined,E88.3,10,0,0,1,9
Combined,E88.8,10,0,0,1,3
Combined,E88.81,10,0,0,1,9
Combined,E89.2,10,0,0,1,5
Combined,E89.3,10,0,0,1,3
Combined,E89.5,10,0,0,1,9
Combined,F01.0,10,0,0,1,3
Combined,F01.50,10,0,0,3,27
Combined,F02.0,10,0,0,1,3
Combined,F02.3,10,0,0,1,3
Combined,F02.4,10,0,0,1,3
Combined,F02.80,10,0,0,4,36
Combined,F02.81,10,0,0,1,5
Combined,F03.90,10,0,0,5,50
Combined,F05,10,0,0,1,9
Combined,F06.0,10,0,0,1,3
Combined,F06.2,10,0,0,1,3
Combined,F06.3,10,0,0,1,3
Combined,F06.4,10,0,0,1,9
Combined,F06.9,10,0,0,1,3
Combined,F07.0,10,0,0,1,3
Combined,F07.2,10,0,0,1,3
Combined,F07.81,10,0,0,1,9
Combined,F07.9,10,0,0,1,3
Combined,F10.1,10,0,0,1,14
Combined,F10.10,10,0,0,2,23
Combined,F10.11,10,0,0,2,18
Combined,F10.20,10,0,0,1,9
Combined,F10.220,10,0,0,1,9
Combined,F10.230,10,0,0,2,18
Combined,F10.231,10,0,0,1,9
Combined,F10.239,10,0,0,2,23
Combined,F10.280,10,0,0,1,9
Combined,F10.4,10,0,0,1,3
Combined,F10.6,10,0,0,1,3
Combined,F10.929,10,0,0,1,9
Combined,F11.0,10,0,0,1,3
Combined,F11.20,10,0,0,1,5
Combined,F11.99,10,0,0,1,5
Combined,F12.20,10,0,0,1,9
Combined,F12.90,10,0,0,1,9
Combined,F14.1,10,0,0,1,14
Combined,F14.10,10,0,0,1,14
Combined,F15.20,10,0,0,1,9
Combined,F15.24,10,0,0,1,9
Combined,F17.0,10,0,0,1,3
Combined,F17.1,10,0,0,1,3
Combined,F17.200,10,0,0,5,50
Combined,F17.210,10,0,0,5,46
Combined,F17.290,10,0,0,5,46
Combined,F17.3,10,0,0,1,3
Combined,F17.9,10,0,0,1,3
Combined,F19.10,10,0,0,1,9
Combined,F19.20,10,0,0,1,9
Combined,F20.0,10,0,0,1,3
Combined,F20.3,10,0,0,1,3
Combined,F20.5,10,0,0,1,3
Combined,F22.8,10,0,0,1,3
Combined,F23.9,10,0,0,1,3
Combined,F25.9,10,0,0,1,5
Combined,F28,10,0,0,1,3
Combined,F30.9,10,0,0,1,3
Combined,F31.1,10,0,0,1,3
Combined,F31.2,10,0,0,1,3
Combined,F31.3,10,0,0,1,3
Combined,F31.7,10,0,0,1,3
Combined,F31.70,10,0,0,1,9
Combined,F31.8,10,0,0,1,3
Combined,F31.81,10,0,0,1,9
Combined,F31.9,10,0,0,4,26
Combined,F32.3,10,0,0,1,3
Combined,F32.8,10,0,0,1,3
Combined,F33.0,10,0,0,3,17
Combined,F33.1,10,0,0,2,12
Combined,F33.2,10,0,0,2,12
Combined,F33.40,10,0,0,1,9
Combined,F33.41,10,0,0,1,9
Combined,F33.8,10,0,0,1,3
Combined,F34.1,10,0,0,4,32
Combined,F39,10,0,0,3,23
Combined,F40.8,10,0,0,1,3
Combined,F41.0,10,0,0,2,12
Combined,F42.8,10,0,0,1,3
Combined,F42.9,10,0,0,1,9
Combined,F43.0,10,0,0,2,14
Combined,F43.10,10,0,0,3,27
Combined,F43.12,10,0,0,1,9
Combined,F43.2,10,0,0,1,5
Combined,F43.23,10,0,0,1,9
Combined,F43.29,10,0,0,1,9
Combined,F43.9,10,0,0,1,9
Combined,F44.0,10,0,0,1,3
Combined,F44.8,10,0,0,1,3
Combined,F45.8,10,0,0,1,9
Combined,F50.82,10,0,0,1,9
Combined,F50.9,10,0,0,1,9
Combined,F51.01,10,0,0,3,32
Combined,F51.04,10,0,0,1,9
Combined,F51.8,10,0,0,1,3
Combined,F52.21,10,0,0,1,9
Combined,F54,10,0,0,1,9
Combined,F60.0,10,0,0,1,3
Combined,F60.3,10,0,0,4,35
Combined,F60.8,10,0,0,1,3
Combined,F60.89,10,0,0,1,9
Combined,F60.9,10,0,0,1,3
Combined,F61,10,0,0,1,3
Combined,F62.0,10,0,0,1,3
Combined,F64.0,10,0,0,1,3
Combined,F64.9,10,0,0,2,14
Combined,F69,10,0,0,1,3
Combined,F70.9,10,0,0,1,3
Combined,F71.9,10,0,0,1,3
Combined,F72.1,10,0,0,1,3
Combined,F73.1,10,0,0,1,3
Combined,F90.2,10,0,0,1,9
Combined,F90.9,10,0,0,2,23
Combined,F91.0,10,0,0,1,3
Combined,F91.3,10,0,0,1,3
Combined,F91.8,10,0,0,1,3
Combined,F92.0,10,0,0,1,3
Combined,F99,10,0,0,1,3
Combined,G02.0,10,0,0,1,3
Combined,G03.0,10,0,0,1,3
Combined,G03.9,10,0,0,1,3
Combined,G04.90,10,0,0,2,14
Combined,G04.91,10,0,0,1,5
Combined,G11.1,10,0,0,1,3
Combined,G11.9,10,0,0,1,3
Combined,G12.2,10,0,0,1,3
Combined,G12.9,10,0,0,1,3
Combined,G20.90,10,0,0,1,5
Combined,G21,10,0,0,1,5
Combined,G21.11,10,0,0,1,5
Combined,G21.19,10,0,0,1,5
Combined,G21.8,10,0,0,1,5
Combined,G21.9,10,0,0,1,5
Combined,G22,10,0,0,1,3
Combined,G23.2,10,0,0,1,3
Combined,G24.9,10,0,0,1,3
Combined,G25,10,0,0,1,5
Combined,G25.0,10,0,0,1,3
Combined,G25.3,10,0,0,2,18
Combined,G25.71,10,0,0,1,5
Combined,G25.8,10,0,0,1,3
Combined,G25.81,10,0,0,3,23
Combined,G25.89,10,0,0,1,5
Combined,G25.9,10,0,0,2,8
Combined,G30,10,0,0,1,5
Combined,G30.0,10,0,0,1,3
Combined,G31.2,10,0,0,1,3
Combined,G31.83,10,0,0,1,9
Combined,G31.84,10,0,0,1,9
Combined,G31.89,10,0,0,1,9
Combined,G31.9,10,0,0,1,3
Combined,G37.3,10,0,0,1,5
Combined,G40.09,10,0,0,1,5
Combined,G40.3,10,0,0,1,3
Combined,G40.301,10,0,0,1,5
Combined,G40.309,10,0,0,1,5
Combined,G40.4,10,0,0,1,3
Combined,G40.6,10,0,0,1,3
Combined,G40.801,10,0,0,1,5
Combined,G40.809,10,0,0,1,5
Combined,G40.901,10,0,0,1,2
Combined,G41,10,0,0,1,5
Combined,G41.0,10,0,0,2,8
Combined,G41.8,10,0,0,1,3
Combined,G41.9,10,0,0,1,5
Combined,G43.009,10,0,0,1,9
Combined,G43.109,10,0,0,2,14
Combined,G43.9,10,0,0,1,3
Combined,G43.909,10,0,0,3,32
Combined,G44.10,10,0,0,3,24
Combined,G44.209,10,0,0,2,18
Combined,G44.211,10,0,0,1,9
Combined,G44.89,10,0,0,2,14
Combined,G45.1,10,0,0,1,5
Combined,G45.2,10,0,0,1,3
Combined,G45.3,10,0,0,1,3
Combined,G45.8,10,0,0,2,8
Combined,G46.0,10,0,0,1,3
Combined,G46.4,10,0,0,1,3
Combined,G47.00,10,0,0,4,36
Combined,G47.01,10,0,0,1,9
Combined,G47.1,10,0,0,1,3
Combined,G47.10,10,0,0,1,9
Combined,G47.2,10,0,0,1,3
Combined,G47.30,10,0,0,5,41
Combined,G47.34,10,0,0,1,9
Combined,G47.36,10,0,0,1,9
Combined,G47.39,10,0,0,1,5
Combined,G47.4,10,0,0,1,3
Combined,G47.419,10,0,0,1,9
Combined,G47.9,10,0,0,1,9
Combined,G50.0,10,0,0,1,3
Combined,G51.0,10,0,0,3,21
Combined,G56.00,10,0,0,1,9
Combined,G56.20,10,0,0,1,9
Combined,G58.8,10,0,0,1,5
Combined,G60.0,10,0,0,1,3
Combined,G61.0,10,0,0,1,5
Combined,G61.8,10,0,0,1,3
Combined,G64,10,0,0,1,3
Combined,G70.00,10,0,0,1,9
Combined,G71.0,10,0,0,1,3
Combined,G71.1,10,0,0,1,3
Combined,G72.9,10,0,0,1,3
Combined,G73.7,10,0,0,1,9
Combined,G80.0,10,0,0,1,3
Combined,G80.2,10,0,0,1,3
Combined,G80.8,10,0,0,1,3
Combined,G80.9,10,0,0,2,23
Combined,G81.90,10,0,0,1,9
Combined,G82.0,10,0,0,1,3
Combined,G82.4,10,0,0,1,3
Combined,G82.5,10,0,0,1,3
Combined,G83.2,10,0,0,1,3
Combined,G89.29,10,0,0,7,60
Combined,G89.3,10,0,0,1,9
Combined,G89.4,10,0,0,1,9
Combined,G90.0,10,0,0,1,3
Combined,G90.09,10,0,0,1,14
Combined,G90.9,10,0,0,1,3
Combined,G91,10,0,0,1,5
Combined,G91.1,10,0,0,2,8
Combined,G91.2,10,0,0,1,3
Combined,G91.4,10,0,0,1,14
Combined,G91.8,10,0,0,1,3
Combined,G92,10,0,0,4,36
Combined,G93.0,10,0,0,1,14
Combined,G93.2,10,0,0,3,17
Combined,G93.3,10,0,0,3,23
Combined,G93.4,10,0,0,3,13
Combined,G93.40,10,0,0,5,41
Combined,G93.41,10,0,0,4,36
Combined,G93.5,10,0,0,2,12
Combined,G93.6,10,0,0,4,22
Combined,G93.8,10,0,0,1,3
Combined,G93.82,10,0,0,1,9
Combined,G93.89,10,0,0,2,23
Combined,G93.9,10,0,0,1,5
Combined,G96.0,10,0,0,1,9
Combined,G97.8,10,0,0,1,3
Combined,G99.0,10,0,0,1,3
Combined,G99.2,10,0,0,1,3
Combined,H00.12,10,0,0,1,5
Combined,H02.413,10,0,0,1,9
Combined,H02.826,10,0,0,1,9
Combined,H02.839,10,0,0,1,9
Combined,H02.883,10,0,0,1,5
Combined,H04.123,10,0,0,3,27
Combined,H04.129,10,0,0,1,9
Combined,H10.0,10,0,0,1,3
Combined,H10.33,10,0,0,1,9
Combined,H10.45,10,0,0,2,18
Combined,H16.209,10,0,0,1,9
Combined,H16.211,10,0,0,1,9
Combined,H18.51,10,0,0,1,9
Combined,H25.13,10,0,0,1,9
Combined,H25.8,10,0,0,1,3
Combined,H25.813,10,0,0,1,5
Combined,H25.9,10,0,0,1,3
Combined,H28.0,10,0,0,1,3
Combined,H28.2,10,0,0,1,3
Combined,H30.9,10,0,0,1,3
Combined,H35.369,10,0,0,1,9
Combined,H35.371,10,0,0,1,9
Combined,H40.0,10,0,0,1,3
Combined,H40.003,10,0,0,2,14
Combined,H40.1,10,0,0,1,3
Combined,H40.1131,10,0,0,1,9
Combined,H43.813,10,0,0,1,9
Combined,H46.9,10,0,0,1,9
Combined,H47.393,10,0,0,1,9
Combined,H49.0,10,0,0,1,3
Combined,H49.9,10,0,0,1,5
Combined,H50.9,10,0,0,1,9
Combined,H52.03,10,0,0,2,23
Combined,H52.13,10,0,0,1,9
Combined,H52.203,10,0,0,2,18
Combined,H52.4,10,0,0,1,9
Combined,H53.002,10,0,0,1,14
Combined,H53.009,10,0,0,1,9
Combined,H53.9,10,0,0,1,3
Combined,H54.0,10,0,0,1,3
Combined,H54.7,10,0,0,2,18
Combined,H54.9,10,0,0,1,3
Combined,H55,10,0,0,1,5
Combined,H57.0,10,0,0,1,3
Combined,H57.04,10,0,0,1,9
Combined,H61.21,10,0,0,1,14
Combined,H65.0,10,0,0,1,3
Combined,H65.1,10,0,0,1,5
Combined,H65.194,10,0,0,1,9
Combined,H66.0,10,0,0,1,5
Combined,H66.9,10,0,0,1,5
Combined,H81.0,10,0,0,1,3
Combined,H81.1,10,0,0,1,3
Combined,H81.10,10,0,0,1,9
Combined,H81.3,10,0,0,1,3
Combined,H81.4,10,0,0,1,3
Combined,H90.0,10,0,0,1,3
Combined,H90.3,10,0,0,1,3
Combined,H90.A22,10,0,0,1,9
Combined,H91.0,10,0,0,1,3
Combined,H91.1,10,0,0,1,3
Combined,H91.9,10,0,0,1,3
Combined,H91.90,10,0,0,5,45
