siteid,icd_code,icd_version,num_patients,unmasked_sites_num_patients,masked_sites_num_patients,masked_upper_bound_num_patients
Combined,H91.91,10,0,0,1,9
Combined,H92.0,10,0,0,1,3
Combined,H92.01,10,0,0,2,18
Combined,H93.1,10,0,0,1,3
Combined,H93.19,10,0,0,1,9
Combined,H93.3,10,0,0,1,3
Combined,I05.0,10,0,0,1,3
Combined,I05.9,10,0,0,1,9
Combined,I06.2,10,0,0,1,3
Combined,I08.0,10,0,0,2,12
Combined,I08.1,10,0,0,2,18
Combined,I08.3,10,0,0,3,17
Combined,I09.1,10,0,0,1,3
Combined,I09.8,10,0,0,1,3
Combined,I10.01,10,0,0,1,5
Combined,I10.91,10,0,0,1,5
Combined,I11.0,10,0,0,8,73
Combined,I11.00,10,0,0,1,5
Combined,I12.00,10,0,0,1,5
Combined,I12.9,10,0,0,9,76
Combined,I13.0,10,0,0,6,54
Combined,I13.1,10,0,0,1,3
Combined,I13.2,10,0,0,1,9
Combined,I15.0,10,0,0,1,9
Combined,I15.1,10,0,0,3,21
Combined,I15.9,10,0,0,3,26
Combined,I16.0,10,0,0,3,27
Combined,I20.0,10,0,0,3,13
Combined,I20.8,10,0,0,1,5
Combined,I21.09,10,0,0,2,14
Combined,I21.19,10,0,0,2,14
Combined,I21.2,10,0,0,1,3
Combined,I21.21,10,0,0,1,9
Combined,I21.3,10,0,0,2,18
Combined,I21.9,10,0,0,3,17
Combined,I21.A1,10,0,0,3,32
Combined,I23.6,10,0,0,1,9
Combined,I24.8,10,0,0,3,21
Combined,I24.9,10,0,0,1,3
Combined,I25.0,10,0,0,1,3
Combined,I25.110,10,0,0,1,9
Combined,I25.118,10,0,0,3,27
Combined,I25.119,10,0,0,2,18
Combined,I25.21,10,0,0,1,5
Combined,I25.22,10,0,0,1,5
Combined,I25.29,10,0,0,1,5
Combined,I25.4,10,0,0,1,3
Combined,I25.6,10,0,0,1,3
Combined,I25.810,10,0,0,1,9
Combined,I26.09,10,0,0,1,9
Combined,I26.90,10,0,0,1,5
Combined,I27.0,10,0,0,2,8
Combined,I27.20,10,0,0,7,60
Combined,I27.21,10,0,0,1,9
Combined,I27.22,10,0,0,1,9
Combined,I27.28,10,0,0,1,5
Combined,I27.29,10,0,0,1,9
Combined,I27.8,10,0,0,1,3
Combined,I27.82,10,0,0,1,9
Combined,I27.83,10,0,0,1,9
Combined,I28.8,10,0,0,1,3
Combined,I30,10,0,0,1,5
Combined,I30.1,10,0,0,1,5
Combined,I30.9,10,0,0,2,8
Combined,I31.3,10,0,0,3,17
Combined,I31.9,10,0,0,1,9
Combined,I34.1,10,0,0,1,9
Combined,I35.1,10,0,0,4,26
Combined,I35.2,10,0,0,2,12
Combined,I35.8,10,0,0,2,12
Combined,I35.9,10,0,0,1,9
Combined,I36.1,10,0,0,3,17
Combined,I38,10,0,0,2,12
Combined,I40.0,10,0,0,3,21
Combined,I40.8,10,0,0,1,9
Combined,I40.9,10,0,0,1,9
Combined,I41.1,10,0,0,1,3
Combined,I42.1,10,0,0,1,5
Combined,I42.2,10,0,0,1,3
Combined,I42.5,10,0,0,1,9
Combined,I42.7,10,0,0,1,5
Combined,I42.8,10,0,0,3,27
Combined,I42.9,10,0,0,6,50
Combined,I43.1,10,0,0,1,3
Combined,I44.1,10,0,0,4,22
Combined,I44.2,10,0,0,3,19
Combined,I44.3,10,0,0,1,3
Combined,I44.30,10,0,0,1,9
Combined,I44.39,10,0,0,1,9
Combined,I44.4,10,0,0,3,23
Combined,I44.5,10,0,0,1,9
Combined,I45.10,10,0,0,2,18
Combined,I45.19,10,0,0,1,9
Combined,I45.2,10,0,0,2,14
Combined,I45.3,10,0,0,1,5
Combined,I45.4,10,0,0,1,9
Combined,I45.6,10,0,0,1,3
Combined,I45.81,10,0,0,4,32
Combined,I45.89,10,0,0,1,9
Combined,I45.9,10,0,0,1,3
Combined,I46,10,0,0,1,5
Combined,I48.11,10,0,0,1,9
Combined,I48.19,10,0,0,1,9
Combined,I48.20,10,0,0,3,27
Combined,I48.21,10,0,0,1,9
Combined,I48.3,10,0,0,1,3
Combined,I48.91,10,0,0,7,59
Combined,I48.92,10,0,0,3,27
Combined,I49.1,10,0,0,2,12
Combined,I49.3,10,0,0,6,44
Combined,I49.4,10,0,0,1,3
Combined,I50.03,10,0,0,1,5
Combined,I50.11,10,0,0,1,5
Combined,I50.12,10,0,0,1,5
Combined,I50.13,10,0,0,1,5
Combined,I50.20,10,0,0,4,29
Combined,I50.21,10,0,0,3,23
Combined,I50.22,10,0,0,6,55
Combined,I50.23,10,0,0,4,41
Combined,I50.30,10,0,0,1,9
Combined,I50.31,10,0,0,2,18
Combined,I50.32,10,0,0,6,50
Combined,I50.33,10,0,0,5,50
Combined,I50.42,10,0,0,4,32
Combined,I50.43,10,0,0,2,18
Combined,I50.812,10,0,0,1,9
Combined,I50.82,10,0,0,2,23
Combined,I51.3,10,0,0,2,18
Combined,I51.6,10,0,0,1,3
Combined,I51.7,10,0,0,6,48
Combined,I51.81,10,0,0,1,9
Combined,I51.89,10,0,0,2,18
Combined,I52.8,10,0,0,1,3
Combined,I60.6,10,0,0,1,3
Combined,I60.7,10,0,0,1,3
Combined,I60.8,10,0,0,2,14
Combined,I60.9,10,0,0,4,26
Combined,I61.0,10,0,0,2,12
Combined,I61.1,10,0,0,1,3
Combined,I61.2,10,0,0,1,3
Combined,I61.5,10,0,0,2,12
Combined,I61.6,10,0,0,1,3
Combined,I62.0,10,0,0,1,3
Combined,I63.1,10,0,0,1,3
Combined,I63.3,10,0,0,1,3
Combined,I63.30,10,0,0,2,10
Combined,I63.4,10,0,0,2,8
Combined,I63.40,10,0,0,2,10
Combined,I63.5,10,0,0,2,8
Combined,I63.512,10,0,0,3,20
Combined,I63.6,10,0,0,1,3
Combined,I63.8,10,0,0,1,3
Combined,I66.9,10,0,0,1,5
Combined,I67.1,10,0,0,3,17
Combined,I67.3,10,0,0,1,3
Combined,I67.9,10,0,0,1,9
Combined,I69.1,10,0,0,2,8
Combined,I69.320,10,0,0,2,18
Combined,I69.351,10,0,0,1,9
Combined,I69.354,10,0,0,1,14
Combined,I69.359,10,0,0,1,9
Combined,I69.398,10,0,0,1,9
Combined,I69.8,10,0,0,1,3
Combined,I69.998,10,0,0,1,9
Combined,I70.0,10,0,0,2,12
Combined,I70.20,10,0,0,1,5
Combined,I70.22,10,0,0,1,5
Combined,I70.8,10,0,0,1,3
Combined,I70.9,10,0,0,1,3
Combined,I71.0,10,0,0,1,3
Combined,I71.2,10,0,0,2,12
Combined,I71.3,10,0,0,1,3
Combined,I71.4,10,0,0,1,3
Combined,I71.6,10,0,0,2,12
Combined,I72.2,10,0,0,1,3
Combined,I72.3,10,0,0,1,5
Combined,I73.9,10,0,0,5,45
Combined,I74.3,10,0,0,2,8
Combined,I74.4,10,0,0,1,3
Combined,I77.0,10,0,0,1,5
Combined,I77.1,10,0,0,1,9
Combined,I77.6,10,0,0,1,3
Combined,I77.8,10,0,0,1,3
Combined,I77.810,10,0,0,1,9
Combined,I78.1,10,0,0,1,9
Combined,I78.8,10,0,0,1,3
Combined,I79.2,10,0,0,1,3
Combined,I80.0,10,0,0,1,3
Combined,I80.1,10,0,0,1,5
Combined,I80.10,10,0,0,1,5
Combined,I80.2,10,0,0,1,3
Combined,I80.3,10,0,0,1,3
Combined,I80.80,10,0,0,1,5
Combined,I81,10,0,0,2,12
Combined,I82.3,10,0,0,1,3
Combined,I82.4Y3,10,0,0,1,5
Combined,I82.4Y9,10,0,0,1,9
Combined,I82.531,10,0,0,1,9
Combined,I82.621,10,0,0,1,9
Combined,I82.622,10,0,0,1,9
Combined,I82.8,10,0,0,1,3
Combined,I82.9,10,0,0,1,3
Combined,I82.A11,10,0,0,1,9
Combined,I83.0,10,0,0,1,3
Combined,I83.1,10,0,0,2,8
Combined,I83.2,10,0,0,1,3
Combined,I83.893,10,0,0,1,9
Combined,I83.899,10,0,0,1,9
Combined,I83.9,10,0,0,1,3
Combined,I84.1,10,0,0,1,5
Combined,I84.111,10,0,0,1,5
Combined,I84.112,10,0,0,1,5
Combined,I84.113,10,0,0,1,5
Combined,I84.114,10,0,0,1,5
Combined,I85.0,10,0,0,1,3
Combined,I85.00,10,0,0,1,9
Combined,I85.11,10,0,0,1,9
Combined,I85.9,10,0,0,2,8
Combined,I87.1,10,0,0,1,9
Combined,I87.8,10,0,0,1,9
Combined,I89.0,10,0,0,2,12
Combined,I89.1,10,0,0,1,3
Combined,I95.0,10,0,0,1,3
Combined,I95.2,10,0,0,2,18
Combined,I95.3,10,0,0,1,9
Combined,I95.81,10,0,0,1,9
Combined,I95.89,10,0,0,1,9
Combined,I98.2,10,0,0,2,8
Combined,IMO0001,10,0,0,1,9
Combined,IMO0002,10,0,0,1,9
Combined,J00-J06,10,0,0,1,5
Combined,J00-J06.9,10,0,0,1,5
Combined,J01.0,10,0,0,1,3
Combined,J01.00,10,0,0,1,5
Combined,J01.10,10,0,0,1,9
Combined,J01.8,10,0,0,1,3
Combined,J01.90,10,0,0,3,27
Combined,J02,10,0,0,1,5
Combined,J02.0,10,0,0,1,9
Combined,J02.8,10,0,0,1,9
Combined,J03.9,10,0,0,2,8
Combined,J04.0,10,0,0,1,14
Combined,J09-J18,10,0,0,1,5
Combined,J10-J18.9,10,0,0,1,5
Combined,J10.08,10,0,0,2,18
Combined,J10.8,10,0,0,1,3
Combined,J11.00,10,0,0,4,32
Combined,J12.0,10,0,0,1,3
Combined,J12.1,10,0,0,2,12
Combined,J12.3,10,0,0,2,8
Combined,J14,10,0,0,1,3
Combined,J15.211,10,0,0,3,27
Combined,J15.3,10,0,0,1,3
Combined,J15.4,10,0,0,1,9
Combined,J15.7,10,0,0,3,17
Combined,J17.0,10,0,0,1,3
Combined,J18.2,10,0,0,1,3
Combined,J20,10,0,0,1,5
Combined,J20.0,10,0,0,1,3
Combined,J20.5,10,0,0,1,5
Combined,J20.8,10,0,0,3,21
Combined,J21.0,10,0,0,1,9
Combined,J21.1,10,0,0,1,14
Combined,J21.8,10,0,0,3,22
Combined,J30.1,10,0,0,2,11
Combined,J30.2,10,0,0,6,55
Combined,J30.89,10,0,0,3,19
Combined,J30.9,10,0,0,4,36
Combined,J31.0,10,0,0,2,12
Combined,J32.0,10,0,0,2,14
Combined,J32.1,10,0,0,1,9
Combined,J32.9,10,0,0,5,45
Combined,J33.0,10,0,0,1,3
Combined,J33.1,10,0,0,1,3
Combined,J33.8,10,0,0,1,5
Combined,J34.89,10,0,0,3,27
Combined,J38.0,10,0,0,1,3
Combined,J38.01,10,0,0,1,9
Combined,J38.1,10,0,0,1,5
Combined,J38.3,10,0,0,3,23
Combined,J38.4,10,0,0,1,3
Combined,J39.8,10,0,0,2,11
Combined,J41.8,10,0,0,1,14
Combined,J42,10,0,0,3,26
Combined,J43.1,10,0,0,1,3
Combined,J43.8,10,0,0,2,12
Combined,J44.09,10,0,0,1,5
Combined,J44.13,10,0,0,1,5
Combined,J44.19,10,0,0,1,5
Combined,J44.99,10,0,0,1,5
Combined,J45.21,10,0,0,5,43
Combined,J45.22,10,0,0,1,2
Combined,J45.30,10,0,0,3,20
Combined,J45.31,10,0,0,4,29
Combined,J45.40,10,0,0,3,27
Combined,J45.41,10,0,0,3,20
Combined,J45.50,10,0,0,2,11
Combined,J45.51,10,0,0,1,2
Combined,J45.902,10,0,0,1,2
Combined,J45.990,10,0,0,1,9
Combined,J45.991,10,0,0,2,18
Combined,J45.998,10,0,0,2,18
Combined,J46,10,0,0,1,3
Combined,J47.1,10,0,0,3,19
Combined,J61,10,0,0,1,3
Combined,J67.8,10,0,0,1,3
Combined,J80.09,10,0,0,1,5
Combined,J81.0,10,0,0,3,32
Combined,J81.1,10,0,0,4,36
Combined,J84.0,10,0,0,1,3
Combined,J84.09,10,0,0,2,18
Combined,J84.10,10,0,0,3,19
Combined,J84.112,10,0,0,1,9
Combined,J84.114,10,0,0,1,9
Combined,J84.17,10,0,0,1,9
Combined,J84.2,10,0,0,1,9
Combined,J84.89,10,0,0,1,9
Combined,J85.3,10,0,0,1,3
Combined,J86.0,10,0,0,1,9
Combined,J86.9,10,0,0,2,12
Combined,J91.8,10,0,0,3,19
Combined,J92.0,10,0,0,1,9
Combined,J92.9,10,0,0,1,9
Combined,J93.0,10,0,0,2,8
Combined,J93.1,10,0,0,1,5
Combined,J93.8,10,0,0,1,3
Combined,J93.9,10,0,0,2,12
Combined,J94.8,10,0,0,1,3
Combined,J95.3,10,0,0,2,19
Combined,J95.8,10,0,0,1,3
Combined,J95.81,10,0,0,1,5
Combined,J95.811,10,0,0,1,9
Combined,J95.851,10,0,0,1,9
Combined,J96.02,10,0,0,4,36
Combined,J96.11,10,0,0,2,18
Combined,J96.12,10,0,0,1,9
Combined,J96.21,10,0,0,4,36
Combined,J96.22,10,0,0,1,9
Combined,J96.91,10,0,0,7,64
Combined,J96.92,10,0,0,1,9
Combined,J98.01,10,0,0,2,18
Combined,J98.09,10,0,0,1,9
Combined,J98.2,10,0,0,1,5
Combined,J98.6,10,0,0,2,12
Combined,J98.9,10,0,0,3,27
Combined,J99.0,10,0,0,1,3
Combined,J99.1,10,0,0,1,3
Combined,K04.1,10,0,0,1,3
Combined,K06.8,10,0,0,1,9
Combined,K08.8,10,0,0,1,3
Combined,K08.89,10,0,0,1,9
Combined,K08.9,10,0,0,2,12
Combined,K11.2,10,0,0,1,5
Combined,K12.3,10,0,0,1,5
Combined,K20,10,0,0,1,3
Combined,K20.9,10,0,0,1,9
Combined,K21,10,0,0,2,19
Combined,K21.0,10,0,0,3,27
Combined,K22.2,10,0,0,1,5
Combined,K22.3,10,0,0,1,5
Combined,K22.70,10,0,0,1,14
Combined,K22.8,10,0,0,1,9
Combined,K23.8,10,0,0,1,3
Combined,K25.0,10,0,0,2,8
Combined,K25.1,10,0,0,1,3
Combined,K25.4,10,0,0,1,3
Combined,K25.9,10,0,0,1,3
Combined,K26.0,10,0,0,2,8
Combined,K26.3,10,0,0,1,3
Combined,K27.0,10,0,0,1,3
Combined,K29.0,10,0,0,1,5
Combined,K29.01,10,0,0,1,5
Combined,K29.1,10,0,0,1,3
Combined,K29.40,10,0,0,1,9
Combined,K29.6,10,0,0,1,3
Combined,K29.7,10,0,0,2,8
Combined,K29.70,10,0,0,1,9
Combined,K29.8,10,0,0,1,5
Combined,K30,10,0,0,3,19
Combined,K31.1,10,0,0,1,3
Combined,K31.5,10,0,0,1,2
Combined,K31.6,10,0,0,1,3
Combined,K31.83,10,0,0,1,5
Combined,K31.88,10,0,0,1,5
Combined,K31.9,10,0,0,1,9
Combined,K35.30,10,0,0,1,2
Combined,K35.8,10,0,0,1,3
Combined,K35.89,10,0,0,1,5
Combined,K38.1,10,0,0,1,9
Combined,K40.2,10,0,0,1,3
Combined,K40.3,10,0,0,1,5
Combined,K40.30,10,0,0,1,5
Combined,K40.9,10,0,0,1,3
Combined,K42.9,10,0,0,1,3
Combined,K50.0,10,0,0,1,5
Combined,K50.1,10,0,0,2,8
Combined,K50.80,10,0,0,1,9
Combined,K50.818,10,0,0,1,2
Combined,K50.82,10,0,0,1,5
Combined,K50.90,10,0,0,1,9
Combined,K51,10,0,0,1,5
Combined,K51.9,10,0,0,2,8
Combined,K51.90,10,0,0,2,14
Combined,K51.919,10,0,0,1,9
Combined,K52,10,0,0,1,14
Combined,K52.0,10,0,0,1,3
Combined,K52.1,10,0,0,4,26
Combined,K52.8,10,0,0,2,8
Combined,K52.831,10,0,0,1,9
Combined,K52.89,10,0,0,2,23
Combined,K55.059,10,0,0,1,9
Combined,K55.20,10,0,0,1,2
Combined,K55.9,10,0,0,3,17
Combined,K56.0,10,0,0,2,8
Combined,K56.699,10,0,0,1,9
Combined,K56.7,10,0,0,4,26
Combined,K57.30,10,0,0,1,9
Combined,K57.31,10,0,0,1,5
Combined,K57.32,10,0,0,2,18
Combined,K57.33,10,0,0,1,9
Combined,K57.90,10,0,0,1,9
Combined,K57.92,10,0,0,3,27
Combined,K58.0,10,0,0,1,14
Combined,K58.1,10,0,0,1,9
Combined,K58.9,10,0,0,5,41
Combined,K59.00,10,0,0,5,45
Combined,K59.01,10,0,0,1,9
Combined,K59.2,10,0,0,1,5
Combined,K59.3,10,0,0,1,3
Combined,K59.39,10,0,0,1,9
Combined,K59.8,10,0,0,2,12
Combined,K61,10,0,0,1,5
Combined,K61.0,10,0,0,3,17
Combined,K61.1,10,0,0,1,5
Combined,K61.2,10,0,0,2,8
Combined,K61.3,10,0,0,1,5
Combined,K61.39,10,0,0,1,5
Combined,K62.89,10,0,0,4,37
Combined,K63.0,10,0,0,1,3
Combined,K63.1,10,0,0,1,3
Combined,K63.3,10,0,0,1,3
Combined,K63.5,10,0,0,1,9
Combined,K63.8,10,0,0,1,3
Combined,K63.89,10,0,0,3,20
Combined,K64.4,10,0,0,1,9
Combined,K64.9,10,0,0,2,12
Combined,K65.0,10,0,0,1,3
Combined,K65.1,10,0,0,1,14
Combined,K66.1,10,0,0,2,8
Combined,K70.0,10,0,0,1,3
Combined,K70.30,10,0,0,3,19
Combined,K70.4,10,0,0,1,3
Combined,K71.10,10,0,0,1,9
Combined,K71.2,10,0,0,2,8
Combined,K71.6,10,0,0,1,5
Combined,K71.7,10,0,0,1,3
Combined,K71.9,10,0,0,1,9
Combined,K72,10,0,0,1,5
Combined,K72.00,10,0,0,2,18
Combined,K72.1,10,0,0,1,3
Combined,K72.90,10,0,0,1,9
Combined,K72.91,10,0,0,1,5
Combined,K73.2,10,0,0,1,5
Combined,K73.8,10,0,0,1,5
Combined,K74.60,10,0,0,4,32
Combined,K74.69,10,0,0,3,19
Combined,K74.70,10,0,0,1,5
Combined,K75.0,10,0,0,1,3
Combined,K75.1,10,0,0,1,3
Combined,K75.4,10,0,0,1,9
Combined,K75.81,10,0,0,1,9
Combined,K75.9,10,0,0,3,23
Combined,K76.0,10,0,0,5,39
Combined,K76.1,10,0,0,1,3
Combined,K76.6,10,0,0,3,21
Combined,K76.7,10,0,0,1,3
Combined,K76.8,10,0,0,2,8
Combined,K77.8,10,0,0,1,3
Combined,K80.0,10,0,0,1,3
Combined,K80.20,10,0,0,3,23
Combined,K80.31,10,0,0,1,9
Combined,K80.5,10,0,0,1,3
Combined,K81.0,10,0,0,1,3
Combined,K81.8,10,0,0,1,3
Combined,K81.9,10,0,0,2,12
Combined,K82.8,10,0,0,1,9
Combined,K83.0,10,0,0,3,13
Combined,K83.09,10,0,0,2,10
Combined,K83.5,10,0,0,1,3
Combined,K85.10,10,0,0,1,5
Combined,K85.8,10,0,0,1,3
Combined,K85.81,10,0,0,1,5
Combined,K85.9,10,0,0,1,3
Combined,K85.90,10,0,0,2,18
Combined,K86.0,10,0,0,1,3
Combined,K86.1,10,0,0,1,14
Combined,K86.3,10,0,0,1,5
Combined,K86.8,10,0,0,1,14
Combined,K86.81,10,0,0,1,14
Combined,K86.89,10,0,0,2,23
Combined,K91.2,10,0,0,1,2
Combined,K91.4,10,0,0,1,3
Combined,K92.0,10,0,0,2,12
Combined,K92.9,10,0,0,1,9
Combined,L02.2,10,0,0,1,3
Combined,L02.4,10,0,0,1,3
Combined,L02.415,10,0,0,1,9
Combined,L02.419,10,0,0,1,9
Combined,L02.9,10,0,0,1,3
Combined,L03.0,10,0,0,1,3
Combined,L03.115,10,0,0,1,9
Combined,L03.116,10,0,0,3,27
Combined,L03.90,10,0,0,1,9
Combined,L08.8,10,0,0,1,3
Combined,L08.9,10,0,0,1,9
Combined,L10.0,10,0,0,1,3
Combined,L10.9,10,0,0,1,3
Combined,L12.0,10,0,0,1,9
Combined,L12.1,10,0,0,1,3
Combined,L21.0,10,0,0,1,3
Combined,L21.9,10,0,0,2,12
Combined,L23.0,10,0,0,1,3
Combined,L24.8,10,0,0,1,3
Combined,L27.0,10,0,0,1,3
Combined,L29.8,10,0,0,1,9
Combined,L29.9,10,0,0,1,3
Combined,L30.3,10,0,0,1,3
Combined,L30.4,10,0,0,1,3
Combined,L30.8,10,0,0,2,12
Combined,L30.9,10,0,0,2,18
Combined,L40.0,10,0,0,1,3
Combined,L40.50,10,0,0,1,9
Combined,L40.52,10,0,0,1,9
Combined,L43.9,10,0,0,1,5
Combined,L50.9,10,0,0,2,18
Combined,L53.9,10,0,0,1,3
Combined,L56.8,10,0,0,1,9
Combined,L57.0,10,0,0,1,9
Combined,L65.9,10,0,0,1,9
Combined,L70,10,0,0,1,14
Combined,L70.0,10,0,0,3,32
Combined,L70.1,10,0,0,1,14
Combined,L70.2,10,0,0,1,5
Combined,L70.8,10,0,0,1,14
Combined,L70.9,10,0,0,1,14
Combined,L72.9,10,0,0,1,9
Combined,L73.2,10,0,0,1,3
Combined,L81.9,10,0,0,1,5
Combined,L82.0,10,0,0,1,9
Combined,L82.1,10,0,0,1,9
Combined,L85.3,10,0,0,2,5
Combined,L89.139,10,0,0,1,5
Combined,L89.149,10,0,0,1,5
Combined,L89.15,10,0,0,1,5
Combined,L89.152,10,0,0,1,9
Combined,L89.154,10,0,0,1,9
Combined,L89.156,10,0,0,1,9
Combined,L89.159,10,0,0,1,5
Combined,L89.312,10,0,0,1,9
Combined,L89.324,10,0,0,1,9
Combined,L89.9,10,0,0,1,3
Combined,L93,10,0,0,1,5
Combined,L93.0,10,0,0,2,8
Combined,L93.2,10,0,0,2,8
Combined,L94.0,10,0,0,1,9
Combined,L97.509,10,0,0,1,9
Combined,L97.518,10,0,0,1,9
Combined,L97.521,10,0,0,1,9
Combined,L97.522,10,0,0,1,9
Combined,L98.2,10,0,0,2,12
Combined,L98.4,10,0,0,1,3
Combined,L98.499,10,0,0,1,9
Combined,L98.9,10,0,0,2,18
Combined,M00.011,10,0,0,1,5
Combined,M01.X0,10,0,0,1,5
Combined,M03.60,10,0,0,1,3
Combined,M04.1,10,0,0,1,9
Combined,M05.1,10,0,0,1,3
Combined,M05.3,10,0,0,1,3
Combined,M05.711,10,0,0,1,9
Combined,M05.79,10,0,0,1,9
Combined,M05.9,10,0,0,1,3
Combined,M06.00,10,0,0,2,14
Combined,M06.4,10,0,0,1,3
Combined,M06.8,10,0,0,1,3
Combined,M06.9,10,0,0,7,54
Combined,M06.90,10,0,0,1,5
Combined,M06.99,10,0,0,1,3
Combined,M08.00,10,0,0,1,3
Combined,M08.18,10,0,0,1,3
Combined,M10,10,0,0,1,5
Combined,M10.0,10,0,0,1,3
Combined,M10.00,10,0,0,1,3
Combined,M10.041,10,0,0,1,9
Combined,M10.07,10,0,0,1,3
Combined,M10.3,10,0,0,1,3
Combined,M10.9,10,0,0,8,67
Combined,M10.90,10,0,0,1,3
Combined,M10.99,10,0,0,1,3
Combined,M11.2,10,0,0,1,3
Combined,M11.20,10,0,0,2,12
Combined,M11.23,10,0,0,1,3
Combined,M11.80,10,0,0,1,9
Combined,M11.94,10,0,0,1,3
Combined,M13.0,10,0,0,1,3
Combined,M13.00,10,0,0,1,3
Combined,M13.96,10,0,0,1,3
Combined,M13.97,10,0,0,1,3
Combined,M15.0,10,0,0,1,3
Combined,M15.3,10,0,0,1,3
Combined,M16.9,10,0,0,1,9
Combined,M17.0,10,0,0,3,21
Combined,M17.1,10,0,0,1,3
Combined,M17.11,10,0,0,3,27
Combined,M17.4,10,0,0,1,3
Combined,M19.0,10,0,0,1,3
Combined,M19.01,10,0,0,1,3
Combined,M19.011,10,0,0,1,9
Combined,M19.049,10,0,0,1,9
Combined,M19.05,10,0,0,1,3
Combined,M19.9,10,0,0,1,3
Combined,M19.90,10,0,0,7,68
Combined,M19.99,10,0,0,1,3
Combined,M1A.9XX0,10,0,0,1,9
Combined,M1A.9XX1,10,0,0,1,9
Combined,M20.1,10,0,0,1,3
Combined,M21.371,10,0,0,1,9
Combined,M21.372,10,0,0,1,9
Combined,M22.2X1,10,0,0,1,9
Combined,M22.2X2,10,0,0,1,9
Combined,M25.06,10,0,0,1,3
Combined,M25.27,10,0,0,1,3
Combined,M25.46,10,0,0,1,3
Combined,M25.50,10,0,0,5,35
Combined,M25.51,10,0,0,1,5
Combined,M25.511,10,0,0,1,9
Combined,M25.512,10,0,0,2,11
Combined,M25.551,10,0,0,1,9
Combined,M25.552,10,0,0,2,18
Combined,M25.559,10,0,0,1,5
Combined,M25.56,10,0,0,1,3
Combined,M25.561,10,0,0,1,9
Combined,M25.57,10,0,0,1,3
Combined,M30.0,10,0,0,2,12
Combined,M31.1,10,0,0,1,3
Combined,M31.3,10,0,0,1,3
Combined,M31.31,10,0,0,1,9
Combined,M31.8,10,0,0,1,3
Combined,M31.9,10,0,0,1,3
Combined,M32.1,10,0,0,1,3
Combined,M32.19,10,0,0,1,5
Combined,M32.8,10,0,0,1,5
Combined,M32.9,10,0,0,5,35
Combined,M33.1,10,0,0,1,3
Combined,M33.13,10,0,0,1,9
Combined,M33.22,10,0,0,1,9
Combined,M33.90,10,0,0,2,18
Combined,M34.0,10,0,0,1,3
Combined,M34.8,10,0,0,1,3
Combined,M34.9,10,0,0,3,21
Combined,M35.00,10,0,0,1,9
Combined,M35.02,10,0,0,1,9
Combined,M35.1,10,0,0,1,9
Combined,M35.3,10,0,0,1,3
Combined,M35.9,10,0,0,1,9
Combined,M41.9,10,0,0,1,9
Combined,M41.96,10,0,0,1,3
Combined,M43.0,10,0,0,1,3
Combined,M43.10,10,0,0,1,9
Combined,M46.5,10,0,0,1,3
Combined,M47.13,10,0,0,1,3
Combined,M47.812,10,0,0,1,9
Combined,M47.82,10,0,0,1,3
Combined,M47.85,10,0,0,1,3
Combined,M47.86,10,0,0,1,3
Combined,M47.89,10,0,0,1,3
Combined,M47.90,10,0,0,1,3
Combined,M47.92,10,0,0,1,3
Combined,M48.0,10,0,0,1,3
Combined,M48.02,10,0,0,3,23
Combined,M48.06,10,0,0,2,8
Combined,M48.061,10,0,0,1,5
Combined,M48.062,10,0,0,1,9
Combined,M48.22,10,0,0,1,3
Combined,M48.26,10,0,0,1,3
Combined,M48.5,10,0,0,2,8
Combined,M48.54,10,0,0,1,5
Combined,M48.54XA,10,0,0,1,9
Combined,M48.54XD,10,0,0,1,9
Combined,M49.54,10,0,0,1,5
Combined,M49.56,10,0,0,1,5
Combined,M50.0,10,0,0,1,3
Combined,M50.30,10,0,0,2,18
Combined,M51.2,10,0,0,1,3
Combined,M51.26,10,0,0,2,14
Combined,M51.34,10,0,0,1,9
Combined,M51.36,10,0,0,5,50
Combined,M51.8,10,0,0,1,3
Combined,M51.9,10,0,0,1,3
Combined,M54.12,10,0,0,1,9
Combined,M54.16,10,0,0,1,3
Combined,M54.2,10,0,0,6,46
Combined,M54.30,10,0,0,1,9
Combined,M54.31,10,0,0,1,9
Combined,M54.4,10,0,0,1,3
Combined,M54.80,10,0,0,1,3
Combined,M54.9,10,0,0,5,41
Combined,M62.5,10,0,0,1,3
Combined,M62.59,10,0,0,1,3
Combined,M62.81,10,0,0,2,18
Combined,M62.82,10,0,0,3,27
Combined,M62.830,10,0,0,1,5
Combined,M62.838,10,0,0,1,5
Combined,M62.88,10,0,0,1,3
Combined,M65.232,10,0,0,1,9
Combined,M67.40,10,0,0,1,9
Combined,M67.911,10,0,0,1,9
Combined,M72.0,10,0,0,1,3
Combined,M72.2,10,0,0,1,9
Combined,M72.67,10,0,0,1,3
Combined,M79.16,10,0,0,1,3
Combined,M79.18,10,0,0,2,14
Combined,M79.19,10,0,0,1,3
Combined,M79.2,10,0,0,2,14
Combined,M79.6,10,0,0,1,3
Combined,M79.604,10,0,0,3,23
Combined,M79.605,10,0,0,3,27
Combined,M79.606,10,0,0,1,9
Combined,M79.641,10,0,0,1,9
Combined,M79.642,10,0,0,1,9
Combined,M79.652,10,0,0,1,5
Combined,M79.66,10,0,0,1,3
Combined,M79.661,10,0,0,1,9
Combined,M79.662,10,0,0,1,9
